Time				Position x			y					z
53157.5000000000	-4453.7835860000	-5038.2037560000	-426.384456
53157.50069444445	-4213.594485410465	-5199.473422131972	-786.1911352360561
53157.501388888886	-3953.6249940488683	-5336.334161626711	-1142.2965788290567
53157.50208333333	-3675.1008278400204	-5448.150769560657	-1493.0257128093583
53157.50277777778	-3379.3346485396382	-5534.406817542964	-1836.7299369422203
53157.50347222222	-3067.7196650290102	-5594.70694805831	-2171.7950152941207
53157.504166666666	-2741.722849622636	-5628.778537352662	-2496.648776160161
53157.50486111111	-2402.87782067124	-5636.4727408777635	-2809.768561672844
53157.50555555556	-2052.7774194890467	-5617.764944390617	-3109.6883976607305
53157.5062500000	-1693.0659994130172	-5572.7546093526535	-3395.005847788546
53157.506944444445	-1325.431482016608	-5501.6644933002235	-3664.3884932201317
53157.50763888889	-951.5972697639312	-5404.839265051377	-3916.5799967488488
53157.50833333333	-573.3140845337454	-5282.743560941954	-4150.405757516623
53157.50902777778	-192.351758521439	-5135.959506369262	-4364.778174500366
53157.509722222225	189.50900386245573	-4965.1837039396305	-4558.701501298429
53157.510416666664	570.4848558355698	-4771.223710435119	-4731.276249808446
53157.51111111111	948.7979965088684	-4554.994053706638	-4881.703119818848
53157.51180555556	1322.6843068998173	-4317.511823383955	-5009.286455898005
53157.5125000000	1690.4014135927912	-4059.8918306378446	-5113.437224711664
53157.513194444444	2050.236618562202	-3783.341338754515	-5193.675494197227
53157.51388888889	2400.5146270702253	-3489.154413085199	-5249.632419587912
53157.51458333333	2739.6050596461423	-3178.7059506322316	-5281.051770433921
53157.51527777778	3065.9297780478732	-2853.445401600833	-5287.791012191355
53157.51597222222	3377.9700219310243	-2514.8901590866117	-5269.821903767233
53157.51666666667	3674.2732870575596	-2164.61862636354	-5227.230565048982
53157.51736111111	3953.4598720955105	-1804.2630264418724	-5160.217022661548
53157.518055555556	4214.229083175673	-1435.5020166051947	-5069.094282358763
53157.51875	4455.365122625448	-1060.0531222871816	-4954.286947692937
53157.51944444444	4675.742654329042	-679.6649871729259	-4816.329356866575
53157.52013888889	4874.331994817897	-296.1094683574391	-4655.8632183416175
53157.520833333336	5050.203891508668	88.82637587801402	-4473.634774010612
53157.521527777775	5202.533886066704	473.34838528349275	-4270.4915283707605
53157.52222222222	5330.606255918211	855.6634841059957	-4047.378541168618
53157.52291666667	5433.817492819422	1233.9879252573242	-3805.3342601430095
53157.52361111111	5511.679278534074	1606.555528682123	-3545.4859035786635
53157.524305555555	5563.820953766495	1971.625872745864	-3269.0444292258053
53157.525	5589.991478703421	2327.492438847895	-2977.299095896463
53157.52569444444	5590.060837858447	2672.490684798294	-2671.6115890690653
53157.52638888889	5564.020829480797	3005.0059460718367	-2353.409718625856
53157.527083333334	5511.985247683438	3323.481050570424	-2024.1807729251518
53157.52777777778	5434.189530366731	3626.4236243645996	-1685.4646217842633
53157.52847222222	5330.9899059370955	3912.413148687822	-1338.8465843449658
53157.52916666667	5202.86197164259	4180.10778570733	-985.9500264169353
53157.529861111114	5050.398621098268	4428.250879282023	-628.4287022913419
53157.53055555555	4874.30734119807	4655.677013063894	-267.95893240971594
53157.53125	4675.406979502364	4861.3176008289	93.76830495730502
53157.53194444445	4454.624028575214	5044.206052832593	455.0553701592984
53157.532638888886	4212.988366572072	5203.482507401493	814.2060667735691
53157.53333333333	3951.628396680866	5338.398027567432	1169.5337924560756
53157.53402777778	3671.7656458182273	5448.318180623697	1519.3696102809147
53157.53472222222	3374.7089520547183	5532.726025007336	1862.0701678316286
53157.535416666666	3061.848297250255	5591.224571502346	2196.025488857962
53157.53611111111	2734.6482371444636	5623.538706289639	2519.6666632600723
53157.53680555556	2394.640897653494	5629.516484507553	2831.473362987916
53157.5375	2043.418618683896	5609.129747078583	3129.9810558260874
53157.538194444445	1682.626375875395	5562.474124068894	3413.787858037463
53157.53888888889	1313.9540326420843	5489.768512613288	3681.5610675232033
53157.53958333333	939.1283852542982	5391.3540260381005	3932.0434180445945
53157.54027777778	559.9049862891005	5267.692333346437	4164.059002115836
53157.540972222225	178.05982927230949	5119.363351785528	4376.518755747807
53157.541666666664	-204.61898515605256	4947.062363533375	4568.425452018744
53157.54236111111	-586.3395492525873	4751.596665783258	4738.87823949037
53157.54305555556	-965.3144428674954	4533.8817928240005	4887.076779500074
53157.54375	-1339.7690468874102	4294.93726055775	5012.324975455541
53157.544444444444	-1707.9498256917996	4035.8817775066404	5114.034227294025
53157.54513888889	-2068.132479207782	3757.927941273708	5191.726146338582
53157.54583333333	-2418.629893168028	3462.3765141426725	5245.034715671556
53157.54652777778	-2757.7998851143725	3150.610375511842	5273.7079251600335
53157.54722222222	-3084.052777992067	2824.088184917399	5277.608913877992
53157.54791666667	-3395.858798351541	2484.33772381172	5256.716623696782
53157.54861111111	-3691.7552312557996	2132.948882679095	5211.125942630081
53157.549305555556	-3970.353242631666	1771.5663201354448	5141.047324159958
53157.55	-4230.344330514061	1401.88187007427	5046.805896786728
53157.55069444444	-4470.50643126567	1025.6267527598577	4928.840082567078
53157.55138888889	-4689.709701448393	644.5635890549034	4787.699709458823
53157.552083333336	-4886.92192127878	260.47820987969044	4624.043578001063
53157.552777777775	-5061.213421558849	-124.8286866121933	4438.636479705319
53157.55347222222	-5211.76149503934	-509.5499351330772	4232.345730946899
53157.55416666667	-5337.85434923565	-891.8803110895376	4006.13729079937
53157.55486111111	-5438.894659828668	-1270.0249740044178	3761.07145026729
53157.555555555555	-5514.402675508407	-1642.2079700930124	3498.298011137375
